wallet,from_address,to_address,value_eth,gas_used,gas_price_gwei,timestamp,hour_utc,day_of_week,is_new_recipient,is_round_amount,tx_count_10min,period_volume_eth,amount_zscore,recipient_cluster,anomaly_label,anomaly_type
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000068,0.207954,45903,59.82,2024-09-01 12:00:00,12,6,0,0,3,0.329489,-0.418,0,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000067,0.183344,23737,10.35,2024-09-01 12:00:00,12,6,0,0,3,0.333922,-1.245,1,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000074,0.441911,28448,62.2,2024-09-01 12:02:00,12,6,0,0,2,0.782119,-1.173,1,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000079,0.026573,73406,49.71,2024-09-01 12:02:00,12,6,1,0,3,0.044959,0.149,2,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000072,0.17359,41205,42.43,2024-09-01 12:08:00,12,6,0,0,1,0.214631,0.558,0,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000071,0.303231,50936,49.47,2024-09-01 12:26:00,12,6,0,0,3,0.670254,0.67,3,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000006f,0.158265,41740,19.24,2024-09-01 12:30:00,12,6,0,0,3,0.258177,0.139,1,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000006b,0.0237,70903,44.13,2024-09-01 12:36:00,12,6,1,0,2,0.032019,0.506,2,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000007d,0.104785,54638,76.97,2024-09-01 12:44:00,12,6,0,0,3,0.144102,-0.172,3,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x000000000000000000000000000000000000007f,0.028421,28044,40.16,2024-09-01 12:45:00,12,6,0,0,3,0.044015,-0.29,0,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000067,0.236447,26143,57.31,2024-09-01 12:48:00,12,6,0,0,3,0.238796,1.071,0,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000006b,0.056568,24013,43.02,2024-09-01 12:51:00,12,6,0,0,1,0.071753,1.381,0,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000073,0.153082,40585,15.53,2024-09-01 12:54:00,12,6,0,0,3,0.161056,0.214,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000066,0.044954,36002,77.33,2024-09-01 12:55:00,12,6,0,0,3,0.084544,-1.438,2,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000076,0.483585,64331,66.27,2024-09-01 12:56:00,12,6,0,0,1,0.878598,0.443,2,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000007c,0.03312,43260,77.29,2024-09-01 12:57:00,12,6,0,0,2,0.077659,1.086,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000006f,0.108468,22194,35.38,2024-09-01 13:00:00,13,6,0,0,1,0.164069,0.798,1,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000071,0.1237,58316,72.5,2024-09-01 13:00:00,13,6,0,0,1,0.182405,0.647,0,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000064,0.080887,47502,69.82,2024-09-01 13:00:00,13,6,0,0,3,0.111202,-0.114,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000006b,0.14898,35628,19.77,2024-09-01 13:00:00,13,6,0,0,3,0.348355,-1.239,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000006c,0.02401,53317,20.22,2024-09-01 13:04:00,13,6,0,0,2,0.039176,-0.047,0,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000064,0.064401,59493,14.73,2024-09-01 13:07:00,13,6,0,0,1,0.153524,1.346,3,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000068,0.027563,21973,35.08,2024-09-01 13:11:00,13,6,0,0,3,0.040949,-0.977,0,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000079,0.151969,77974,47.98,2024-09-01 13:12:00,13,6,0,0,1,0.270149,0.368,3,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000072,0.046592,28617,57.62,2024-09-01 13:14:00,13,6,0,0,2,0.052948,0.031,0,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000071,0.030355,63957,16.38,2024-09-01 13:14:00,13,6,0,0,1,0.052065,-1.102,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000006a,0.069536,36247,45.37,2024-09-01 13:19:00,13,6,1,0,1,0.14422,0.604,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000078,0.18048,52495,71.19,2024-09-01 13:24:00,13,6,0,0,1,0.37307,0.048,0,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000067,0.086699,59924,12.35,2024-09-01 13:24:00,13,6,0,0,3,0.200129,-0.766,0,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000068,0.174473,26977,59.78,2024-09-01 13:27:00,13,6,0,0,2,0.30885,0.532,2,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000006d,0.144945,73993,64.91,2024-09-01 13:32:00,13,6,0,0,1,0.22492,1.341,3,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000067,0.5105,27078,36.59,2024-09-01 13:33:00,13,6,0,0,2,0.972803,0.921,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000006f,0.076426,57321,16.51,2024-09-01 13:38:00,13,6,0,0,2,0.175442,-1.463,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000007c,0.019652,46026,45.2,2024-09-01 13:40:00,13,6,0,0,1,0.043732,0.904,1,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000064,0.041078,79458,32.55,2024-09-01 13:45:00,13,6,0,0,1,0.042182,-1.488,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000006c,0.17857,74046,70.85,2024-09-01 13:46:00,13,6,0,0,1,0.36557,-0.479,1,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000079,0.10974,68233,18.02,2024-09-01 13:48:00,13,6,0,0,2,0.236259,-0.479,2,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000064,0.292325,69737,27.59,2024-09-01 13:48:00,13,6,0,0,2,0.656262,1.234,2,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000006b,0.621618,69197,26.94,2024-09-01 13:51:00,13,6,0,0,1,0.810683,-0.751,2,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000079,0.338013,28085,55.75,2024-09-01 13:52:00,13,6,1,0,3,0.396721,-0.167,0,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000007b,0.001679,57669,73.36,2024-09-01 13:54:00,13,6,0,0,3,0.002991,0.556,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000073,0.246223,55010,55.61,2024-09-01 14:00:00,14,6,0,0,1,0.614429,-0.192,3,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000073,0.022419,41569,34.75,2024-09-01 14:00:00,14,6,0,0,2,0.028566,0.738,1,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x0000000000000000000000000000000000000065,0.094308,62500,68.62,2024-09-01 14:01:00,14,6,0,0,2,0.159011,0.268,1,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000070,0.014895,62527,65.21,2024-09-01 14:04:00,14,6,0,0,3,0.020032,-0.553,2,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000007d,0.040361,79845,65.56,2024-09-01 14:06:00,14,6,0,0,2,0.047187,-0.001,0,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000006d,0.126001,23139,26.2,2024-09-01 14:08:00,14,6,0,0,3,0.288468,-1.286,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000066,0.17075,55767,49.43,2024-09-01 14:10:00,14,6,0,0,1,0.28347,0.667,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000064,0.041911,21528,58.69,2024-09-01 14:12:00,14,6,0,0,2,0.085542,-0.067,1,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000007a,0.090071,54961,42.2,2024-09-01 14:13:00,14,6,0,0,1,0.181147,-0.362,0,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x000000000000000000000000000000000000006b,0.199121,22550,56.2,2024-09-01 14:14:00,14,6,0,0,2,0.457287,1.401,2,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000007c,0.041733,35379,50.3,2024-09-01 14:15:00,14,6,0,0,2,0.063944,1.018,1,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000081,0.106432,78357,60.75,2024-09-01 14:16:00,14,6,0,0,3,0.173363,0.798,0,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000071,0.041604,43212,67.92,2024-09-01 14:19:00,14,6,0,0,3,0.047538,-0.22,2,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000069,0.516483,31955,78.05,2024-09-01 14:20:00,14,6,0,0,1,0.549545,-1.265,3,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x000000000000000000000000000000000000006a,0.092227,38501,48.45,2024-09-01 14:20:00,14,6,0,0,2,0.214084,-0.046,0,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x000000000000000000000000000000000000006d,0.012768,60348,31.87,2024-09-01 14:20:00,14,6,0,0,3,0.016842,0.47,1,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000067,0.201242,41535,35.73,2024-09-01 14:24:00,14,6,0,0,2,0.434721,0.759,1,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000073,0.217887,69956,40.15,2024-09-01 14:24:00,14,6,0,0,3,0.447868,0.001,2,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000077,0.020826,54365,38.1,2024-09-01 14:24:00,14,6,1,0,1,0.025107,-0.501,3,0,NONE
0x0000000000000000000000000000000000000009,0x0000000000000000000000000000000000000009,0x000000000000000000000000000000000000006b,0.03075,56490,34.25,2024-09-01 14:24:00,14,6,0,0,1,0.074614,-1.496,3,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000006d,0.027929,29449,17.19,2024-09-01 14:28:00,14,6,0,0,2,0.034926,0.972,2,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000071,0.211084,24490,37.75,2024-09-01 14:28:00,14,6,0,0,2,0.525977,-0.375,0,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000007e,0.013024,26956,65.42,2024-09-01 14:28:00,14,6,0,0,3,0.018975,0.025,1,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000078,0.025151,60755,15.74,2024-09-01 14:30:00,14,6,0,0,1,0.058777,-0.911,0,0,NONE
0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000000d,0x000000000000000000000000000000000000007b,0.089013,74427,18.99,2024-09-01 14:30:00,14,6,0,0,3,0.169947,-0.534,3,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000072,0.072191,31434,22.54,2024-09-01 14:35:00,14,6,0,0,3,0.166638,-1.061,3,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000079,0.013923,42639,53.62,2024-09-01 14:36:00,14,6,0,0,1,0.028955,-0.599,2,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000078,0.03535,75535,20.78,2024-09-01 14:36:00,14,6,0,0,2,0.062333,-0.68,3,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000080,0.067641,73732,42.57,2024-09-01 14:36:00,14,6,0,0,3,0.083669,-0.175,2,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000074,0.102285,64408,77.65,2024-09-01 14:40:00,14,6,0,0,3,0.201605,0.327,2,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000066,0.061977,57178,30.52,2024-09-01 14:44:00,14,6,0,0,2,0.115651,0.614,0,0,NONE
0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000002,0x0000000000000000000000000000000000000065,0.071449,28104,51.76,2024-09-01 14:44:00,14,6,0,0,2,0.118219,1.453,0,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000006b,0.030419,57280,14.27,2024-09-01 14:46:00,14,6,0,0,3,0.049521,0.107,3,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x0000000000000000000000000000000000000067,0.044306,33937,60.79,2024-09-01 15:00:00,15,6,0,0,2,0.068041,0.514,1,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000007e,0.329663,67838,55.5,2024-09-01 15:00:00,15,6,0,0,1,0.348604,1.252,3,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000077,0.126103,79532,46.09,2024-09-01 15:03:00,15,6,0,0,3,0.186354,-0.321,2,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x000000000000000000000000000000000000007b,0.101046,41494,23.29,2024-09-01 15:03:00,15,6,0,0,3,0.171801,1.137,3,0,NONE
0x0000000000000000000000000000000000000001,0x0000000000000000000000000000000000000001,0x000000000000000000000000000000000000007d,0.04694,65596,39.55,2024-09-01 15:08:00,15,6,1,0,2,0.088897,-0.096,2,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000006c,0.025486,50446,73.37,2024-09-01 15:16:00,15,6,0,0,2,0.028992,1.232,3,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000006c,0.022797,63924,32.0,2024-09-01 15:20:00,15,6,0,0,3,0.040743,0.731,1,0,NONE
0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000007,0x0000000000000000000000000000000000000072,0.034169,65138,60.34,2024-09-01 15:22:00,15,6,0,0,2,0.076369,-0.757,2,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000067,0.739154,45024,59.78,2024-09-01 15:23:00,15,6,0,0,2,1.711006,-0.733,0,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000067,0.039985,76787,63.07,2024-09-01 15:30:00,15,6,1,0,1,0.079771,-0.988,2,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000007b,0.148125,55097,51.75,2024-09-01 15:30:00,15,6,0,0,3,0.369307,-0.472,3,0,NONE
0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000000e,0x000000000000000000000000000000000000007d,0.076137,41731,77.11,2024-09-01 15:30:00,15,6,0,0,2,0.104252,-0.835,3,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000077,1.137175,62489,50.98,2024-09-01 15:35:00,15,6,0,0,2,2.833774,0.092,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x000000000000000000000000000000000000007d,0.028229,34072,72.01,2024-09-01 15:41:00,15,6,0,0,2,0.050052,1.467,3,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000073,0.025278,27851,30.68,2024-09-01 15:45:00,15,6,0,0,1,0.029679,1.322,1,0,NONE
0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000006,0x0000000000000000000000000000000000000074,0.130339,50965,77.67,2024-09-01 15:52:00,15,6,0,0,2,0.139852,-0.656,3,0,NONE
0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000005,0x0000000000000000000000000000000000000068,0.034832,60141,36.37,2024-09-01 15:54:00,15,6,0,0,3,0.07512,0.927,1,0,NONE
0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000003,0x0000000000000000000000000000000000000077,0.015019,25484,26.43,2024-09-01 16:00:00,16,6,0,0,2,0.03749,0.74,3,0,NONE
0x000000000000000000000000000000000000000f,0x000000000000000000000000000000000000000f,0x0000000000000000000000000000000000000075,0.077283,45487,23.2,2024-09-01 16:00:00,16,6,0,0,2,0.123044,-1.01,3,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x0000000000000000000000000000000000000081,0.089902,74264,15.25,2024-09-01 16:06:00,16,6,0,0,1,0.211606,-0.17,1,0,NONE
0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000004,0x0000000000000000000000000000000000000071,0.018741,22228,42.18,2024-09-01 16:07:00,16,6,1,0,2,0.034926,0.22,3,0,NONE
0x000000000000000000000000000000000000000b,0x000000000000000000000000000000000000000b,0x0000000000000000000000000000000000000068,0.187903,58132,51.16,2024-09-01 16:09:00,16,6,0,0,1,0.448598,0.188,0,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000071,0.010506,75437,72.9,2024-09-01 16:10:00,16,6,0,0,3,0.012361,-1.158,0,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000006e,0.014755,45645,29.62,2024-09-01 16:12:00,16,6,0,0,2,0.017276,0.192,1,0,NONE
0x000000000000000000000000000000000000000c,0x000000000000000000000000000000000000000c,0x0000000000000000000000000000000000000069,0.016835,74215,38.24,2024-09-01 16:12:00,16,6,0,0,3,0.041706,-0.866,0,0,NONE
0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000000a,0x000000000000000000000000000000000000006b,0.034661,43728,78.77,2024-09-01 16:14:00,16,6,0,0,1,0.07738,0.51,2,0,NONE
0x0000000000000000000000000000000000000008,0x0000000000000000000000000000000000000008,0x000000000000000000000000000000000000007b,0.060623,61962,44.71,2024-09-01 16:15:00,16,6,0,0,2,0.07035,-0.586,3,0,NONE
